deal_id,client,created_date,closed_date,stage,deal_value,source_campaign
DEAL-00566,Nordfit Equipment,2025-11-23,2025-12-02,Won,2195.63,GYM_PR
DEAL-00567,Nordfit Equipment,2025-11-23,2025-12-29,Lost,1602.56,
DEAL-00568,Nordfit Equipment,2025-11-23,2025-12-21,Lost,1888.14,
DEAL-00569,Nordfit Equipment,2025-11-24,2025-12-05,Won,3365.82,es-shopping-generic-q4
DEAL-00570,Nordfit Equipment,2025-11-24,2025-12-18,Won,963.23,es-social-prospecting-q2
DEAL-00571,Nordfit Equipment,2025-11-24,,New,1562.1,
DEAL-00572,Nordfit Equipment,2025-11-24,2025-12-31,Lost,706.9,es-social-re
DEAL-00573,Nordfit Equipment,2025-11-24,2026-01-16,Won,2002.41,
DEAL-00574,Nordfit Equipment,2025-11-25,2026-01-18,Won,4980.33,es-social-prospecting-q4
DEAL-00575,Nordfit Equipment,2025-11-26,2026-01-14,Won,1731.9,es-search-brand-q2
DEAL-00576,Nordfit Equipment,2025-11-26,2025-12-06,Lost,6233.2,
DEAL-00577,Nordfit Equipment,2025-11-27,2025-12-26,Won,5246.31,es-social-retargeting-q1
DEAL-00578,Nordfit Equipment,2025-11-28,2026-01-25,Won,3749.29,
DEAL-00579,Nordfit Equipment,2025-11-29,2025-12-18,Won,1269.38,es-shopping-generic-q4
DEAL-00580,Nordfit Equipment,2025-11-30,2026-01-26,Won,2240.28,es-social-prospecting-q1
DEAL-00581,Nordfit Equipment,2025-11-30,2025-12-10,Won,2139.89,es-sponsored-wholesale-q1
DEAL-00582,Nordfit Equipment,2025-12-01,2025-12-14,Lost,4209.01,es-shopping-generic-q4
DEAL-00583,Nordfit Equipment,2025-12-02,,Qualified,4239.31,es-social-blackfriday-q4
DEAL-00584,Nordfit Equipment,2025-12-03,2026-01-23,Won,2671.2,es-shopping-generic-q4
DEAL-00585,Nordfit Equipment,2025-12-05,2025-12-20,Lost,704.52,
DEAL-00586,Nordfit Equipment,2025-12-07,,Qualified,1416.68,
DEAL-00587,Nordfit Equipment,2025-12-08,2026-01-23,Lost,865.3,es-search-brand-q1
DEAL-00588,Nordfit Equipment,2025-12-08,,New,7020.63,es-social-blackfriday-q4
DEAL-00589,Nordfit Equipment,2025-12-11,2026-01-21,Won,2256.09,es-sponsored-wholesale-q3
DEAL-00590,Nordfit Equipment,2025-12-11,2025-12-25,Won,1924.46,
DEAL-00591,Nordfit Equipment,2025-12-12,2025-12-21,Won,387.42,es-search-brand-q2
DEAL-00592,Nordfit Equipment,2025-12-13,,New,1161.25,
DEAL-00593,Nordfit Equipment,2025-12-14,2026-01-27,Won,1687.12,ES-SOCIAL-BLACKFRIDAY-Q4 (COPY)
DEAL-00594,Nordfit Equipment,2025-12-14,2026-02-03,Lost,2320.61,
DEAL-00595,Nordfit Equipment,2025-12-15,2025-12-27,Won,2066.13,es-search-brand-q4
DEAL-00596,Nordfit Equipment,2025-12-17,2026-01-29,Lost,3629.37,es-search-brand-q2
DEAL-00597,Nordfit Equipment,2025-12-17,2026-01-11,Won,1521.61,ES-SOCIAL-PROSPECTING-Q1 (COPY)
DEAL-00598,Nordfit Equipment,2025-12-21,2026-01-02,Won,5226.64,es-social-retargeting-q1
DEAL-00599,Nordfit Equipment,2025-12-23,,New,3682.08,es-social-retargeting-q4
DEAL-00600,Nordfit Equipment,2025-12-25,2026-01-29,Won,7210.98,es-sponsored-wholesale-q1
DEAL-00601,Nordfit Equipment,2025-12-27,2026-01-04,Lost,3346.05,
DEAL-00602,Nordfit Equipment,2025-12-28,,New,1438.91,es-search-brand-q4
DEAL-00603,Nordfit Equipment,2025-12-31,2026-02-18,Lost,1677.09,google ad
DEAL-00604,Nordfit Equipment,2026-01-01,2026-01-15,Won,15147.19,es-search-brand-q2
DEAL-00605,Nordfit Equipment,2026-01-01,2026-01-13,Won,1198.71,es-social-retargeting-q4
DEAL-00606,Nordfit Equipment,2026-01-03,2026-02-19,Won,862.01,
DEAL-00607,Nordfit Equipment,2026-01-03,2026-02-12,Lost,4706.8,es-search-brand-q4
DEAL-00608,Nordfit Equipment,2026-01-03,,Qualified,1061.79,es-social-prospecting-q2
DEAL-00609,Nordfit Equipment,2026-01-05,2026-01-16,Lost,1204.48,es-social-retargeting-q4
DEAL-00610,Nordfit Equipment,2026-01-06,2026-02-23,Won,805.87,es-social-retargeting-q2
DEAL-00611,Nordfit Equipment,2026-01-07,2026-02-09,Lost,1495.77,es-shopping-generic-q1
DEAL-00612,Nordfit Equipment,2026-01-09,2026-02-18,Lost,3501.72,es-shopping-generic-q2
DEAL-00613,Nordfit Equipment,2026-01-10,2026-02-05,Won,2122.21,
DEAL-00614,Nordfit Equipment,2026-01-10,2026-01-26,Won,4882.04,es-social-retargeting-q1
DEAL-00615,Nordfit Equipment,2026-01-11,2026-02-03,Won,1972.21,
DEAL-00616,Nordfit Equipment,2026-01-11,2026-02-28,Won,866.43,es-social-prospecting-q3
DEAL-00617,Nordfit Equipment,2026-01-12,2026-03-05,Won,999.11,es-social-prospecting-q3
DEAL-00618,Nordfit Equipment,2026-01-13,2026-03-12,Lost,1367.95,walk-in
DEAL-00619,Nordfit Equipment,2026-01-13,2026-03-08,Won,1133.65,es-shopping-generic-q4
DEAL-00620,Nordfit Equipment,2026-01-13,2026-01-28,Won,1373.71,
DEAL-00621,Nordfit Equipment,2026-01-14,2026-02-01,Won,1140.89,
DEAL-00622,Nordfit Equipment,2026-01-14,2026-02-01,Lost,1213.07,es-search-brand-q2
DEAL-00623,Nordfit Equipment,2026-01-14,2026-03-11,Lost,1307.19,es-social-retargeting-q2
DEAL-00624,Nordfit Equipment,2026-01-15,,Qualified,3900.65,es-search-brand-q3
DEAL-00625,Nordfit Equipment,2026-01-16,2026-03-02,Lost,3273.41,es-social-blackfriday-q4
DEAL-00626,Nordfit Equipment,2026-01-19,2026-03-19,Lost,1665.21,es-social-blackfriday-q4
DEAL-00627,Nordfit Equipment,2026-01-19,,New,1880.92,
DEAL-00628,Nordfit Equipment,2026-01-19,2026-02-13,Lost,1494.95,es-social-prospecting-q3
DEAL-00629,Nordfit Equipment,2026-01-19,2026-02-16,Lost,5522.1,referral - ask client
DEAL-00630,Nordfit Equipment,2026-01-20,2026-01-26,Won,3779.21,
DEAL-00631,Nordfit Equipment,2026-01-24,2026-03-14,Lost,1774.17,es social retargeting q2??
DEAL-00632,Nordfit Equipment,2026-01-27,,Qualified,2215.0,es-sponsored-wholesale-q2
DEAL-00633,Nordfit Equipment,2026-01-28,2026-02-26,Won,773.97,
DEAL-00634,Nordfit Equipment,2026-01-29,2026-02-17,Won,2565.94,TBD
DEAL-00635,Nordfit Equipment,2026-02-01,2026-02-13,Won,843.72,es-social-prospecting-q4
DEAL-00636,Nordfit Equipment,2026-02-02,2026-02-05,Won,2806.9,
DEAL-00637,Nordfit Equipment,2026-02-03,2026-03-15,Won,2511.87,es-sponsored-wholesale-q2
DEAL-00638,Nordfit Equipment,2026-02-03,,Qualified,2292.8,es-shopping-blackfriday-q4
DEAL-00639,Nordfit Equipment,2026-02-03,2026-02-23,Lost,1312.12,es-social-retargeting-q2
DEAL-00640,Nordfit Equipment,2026-02-03,2026-03-29,Won,4512.67,es-social-bl
DEAL-00641,Nordfit Equipment,2026-02-05,2026-02-20,Won,3051.82,es-social-prospecting-q4
DEAL-00642,Nordfit Equipment,2026-02-06,2026-02-11,Won,1665.08,es-shopping-januarysale-q1
DEAL-00643,Nordfit Equipment,2026-02-06,2026-03-03,Won,1135.64,es-social-prospecting-q4
DEAL-00644,Nordfit Equipment,2026-02-08,2026-03-01,Won,4087.2,facebook
DEAL-00645,Nordfit Equipment,2026-02-09,2026-03-03,Won,2933.2,es shopping generic q4??
DEAL-00646,Nordfit Equipment,2026-02-11,2026-03-15,Lost,2246.78,facebook
DEAL-00647,Nordfit Equipment,2026-02-12,2026-03-17,Lost,2020.61,
DEAL-00648,Nordfit Equipment,2026-02-13,2026-04-07,Won,2645.99,es-shopping-b
DEAL-00649,Nordfit Equipment,2026-02-13,,New,2505.67,es-social-prospecting-q3
DEAL-00650,Nordfit Equipment,2026-02-15,2026-03-22,Won,1945.08,es-shopping-b
DEAL-00651,Nordfit Equipment,2026-02-16,2026-03-07,Won,2999.44,es-social-prospecting-q2
DEAL-00652,Nordfit Equipment,2026-02-19,,New,955.41,
DEAL-00653,Nordfit Equipment,2026-02-22,2026-03-09,Won,2381.63,
DEAL-00654,Nordfit Equipment,2026-02-23,2026-03-13,Won,1284.67,es-social-retargeting-q2
DEAL-00655,Nordfit Equipment,2026-02-23,2026-03-10,Lost,3238.48,es-sponsored-wholesale-q4
DEAL-00656,Nordfit Equipment,2026-02-24,2026-03-07,Lost,1938.02,es-shopping-generic-q4
DEAL-00657,Nordfit Equipment,2026-02-24,2026-04-19,Won,767.77,instagram dm
DEAL-00658,Nordfit Equipment,2026-02-25,,Qualified,1497.67,es-sponsored-wholesale-q1
DEAL-00659,Nordfit Equipment,2026-02-25,,Qualified,1601.43,ES-SPONSORED-WHOLESALE-Q2 (COPY)
DEAL-00660,Nordfit Equipment,2026-02-25,2026-03-20,Won,1090.48,es-social-blackfriday-q4
DEAL-00661,Nordfit Equipment,2026-02-28,2026-04-09,Lost,1084.57,
DEAL-00662,Nordfit Equipment,2026-02-28,2026-03-23,Won,1869.2,es-social-retargeting-q2
DEAL-00663,Nordfit Equipment,2026-03-01,2026-03-26,Won,2486.32,es-sponsored-wholesale-q4
DEAL-00664,Nordfit Equipment,2026-03-02,2026-03-05,Won,961.45,es-search-brand-q2
DEAL-00665,Nordfit Equipment,2026-03-04,2026-04-30,Won,1108.05,
DEAL-00666,Nordfit Equipment,2026-03-05,2026-04-07,Won,3545.86,
DEAL-00667,Nordfit Equipment,2026-03-05,2026-03-20,Won,1458.5,instagram dm
DEAL-00668,Nordfit Equipment,2026-03-08,2026-03-30,Won,3339.54,unknown source
DEAL-00669,Nordfit Equipment,2026-03-09,,Qualified,1104.83,es-search-brand-q4
DEAL-00670,Nordfit Equipment,2026-03-11,2026-04-22,Won,5394.05,es-shopping-blackfriday-q4
DEAL-00671,Nordfit Equipment,2026-03-12,,New,1588.07,es-shopping-generic-q4
DEAL-00672,Nordfit Equipment,2026-03-12,,New,3008.62,facebook
DEAL-00673,Nordfit Equipment,2026-03-15,2026-04-25,Lost,1167.29,es-sponsored-wholesale-q1
DEAL-00674,Nordfit Equipment,2026-03-15,2026-04-12,Won,2316.72,es-shopping-generic-q3
DEAL-00675,Nordfit Equipment,2026-03-15,,New,1305.56,
DEAL-00676,Nordfit Equipment,2026-03-18,2026-03-27,Won,3173.76,ES-SHOPPING-GENERIC-Q4 (COPY)
DEAL-00677,Nordfit Equipment,2026-03-18,2026-03-26,Lost,1089.08,ES-SHOPPING-BLACKFRIDAY-Q4 (COPY)
DEAL-00678,Nordfit Equipment,2026-03-19,2026-03-24,Won,1656.66,es-search-brand-q3
DEAL-00679,Nordfit Equipment,2026-03-20,2026-05-17,Won,6649.62,referral - ask client
DEAL-00680,Nordfit Equipment,2026-03-22,,New,8093.51,-
DEAL-00681,Nordfit Equipment,2026-03-22,,Qualified,1521.99,ES-SHOPPING-GENERIC-Q3 (COPY)
DEAL-00682,Nordfit Equipment,2026-03-24,2026-04-21,Won,4134.87,es-sponsored-wholesale-q4
DEAL-00683,Nordfit Equipment,2026-03-24,2026-04-23,Lost,1634.97,es-shopping-generic-q4
DEAL-00684,Nordfit Equipment,2026-03-25,2026-04-12,Lost,5270.87,google ad
DEAL-00685,Nordfit Equipment,2026-03-27,,Qualified,4656.05,google ad
DEAL-00686,Nordfit Equipment,2026-04-01,2026-04-30,Won,2818.4,instagram dm
DEAL-00687,Nordfit Equipment,2026-04-01,,Qualified,1808.77,
DEAL-00688,Nordfit Equipment,2026-04-05,,New,1455.73,instagram dm
DEAL-00689,Nordfit Equipment,2026-04-09,2026-05-07,Lost,1830.56,facebook
DEAL-00690,Nordfit Equipment,2026-04-10,2026-05-30,Lost,1767.54,es-social-blackfriday-q4
DEAL-00691,Nordfit Equipment,2026-04-15,,New,1244.3,es-sponsored-wholesale-q4
DEAL-00692,Nordfit Equipment,2026-04-20,,Qualified,2573.23,es-social-blackfriday-q4
DEAL-00693,Nordfit Equipment,2026-04-20,2026-05-23,Won,1209.52,es-social-retargeting-q4
DEAL-00694,Nordfit Equipment,2026-04-21,2026-04-25,Won,2325.35,ES-SOCIAL-RETARGETING-Q3 (COPY)
DEAL-00695,Nordfit Equipment,2026-04-23,2026-06-03,Won,2871.0,es-search-brand-q1
DEAL-00696,Nordfit Equipment,2026-04-24,,Qualified,1812.15,es-social-prospecting-q2
DEAL-00697,Nordfit Equipment,2026-04-25,2026-06-11,Won,3099.19,es-social-prospecting-q1
DEAL-00698,Nordfit Equipment,2026-04-27,2026-05-10,Won,3225.24,es-social-januarysale-q1
DEAL-00699,Nordfit Equipment,2026-04-29,2026-05-24,Won,8158.09,es-social-retargeting-q2
DEAL-00700,Nordfit Equipment,2026-05-05,2026-05-15,Won,2177.51,es-social-retargeting-q2
DEAL-00701,Nordfit Equipment,2026-05-07,2026-06-28,Won,2434.55,es-search-brand-q4
DEAL-00702,Nordfit Equipment,2026-05-11,2026-06-20,Lost,2956.78,-
DEAL-00703,Nordfit Equipment,2026-05-13,2026-07-08,Won,1307.1,es-social-prospecting-q4
DEAL-00704,Nordfit Equipment,2026-05-14,2026-06-06,Lost,2513.66,Organic Search
DEAL-00705,Nordfit Equipment,2026-05-16,2026-07-10,Won,2123.18,es-sponsored-wholesale-q1
DEAL-00706,Nordfit Equipment,2026-05-18,2026-05-23,Lost,2854.93,es search brand q2??
DEAL-00707,Nordfit Equipment,2026-05-18,2026-06-05,Lost,4238.56,es-social-retargeting-q1
DEAL-00708,Nordfit Equipment,2026-05-21,,Qualified,927.74,
DEAL-00709,Nordfit Equipment,2026-05-25,2026-07-12,Won,2299.89,ES-SPONSORED-WHOLESALE-Q3 (COPY)
DEAL-00710,Nordfit Equipment,2026-05-26,2026-07-24,Won,1693.76,es-social-retargeting-q2
DEAL-00711,Nordfit Equipment,2026-05-30,2026-06-21,Lost,2452.67,walk-in
DEAL-00712,Nordfit Equipment,2026-05-31,2026-07-04,Won,3241.94,-
DEAL-00713,Nordfit Equipment,2026-05-31,2026-07-14,Won,3902.34,es-social-retargeting-q4
DEAL-00714,Nordfit Equipment,2026-05-31,2026-07-16,Won,1385.78,es-social-retargeting-q1
DEAL-00715,Nordfit Equipment,2026-05-31,,New,2107.39,es-search-brand-q3
DEAL-00716,Nordfit Equipment,2026-06-01,2026-07-05,Won,1603.53,TBD
DEAL-00717,Nordfit Equipment,2026-06-04,2026-06-10,Won,770.33,es social prospecting q4??
DEAL-00718,Nordfit Equipment,2026-06-04,2026-07-09,Lost,5665.59,
DEAL-00719,Nordfit Equipment,2026-06-06,2026-06-24,Lost,1061.7,es-social-retargeting-q4
DEAL-00720,Nordfit Equipment,2026-06-08,,Qualified,1018.06,es-shopping-j
DEAL-00721,Nordfit Equipment,2026-06-10,2026-07-14,Won,2387.37,
DEAL-00722,Nordfit Equipment,2026-06-12,2026-06-26,Won,1887.23,es-social-retargeting-q2
DEAL-00723,Nordfit Equipment,2026-06-22,,New,1786.8,
DEAL-00724,Nordfit Equipment,2026-06-23,2026-06-28,Lost,1741.48,
DEAL-00725,Nordfit Equipment,2026-06-27,,Qualified,1453.2,es-social-retargeting-q2
DEAL-00726,Nordfit Equipment,2026-06-28,2026-07-29,Won,2217.35,es-search-brand-q1
DEAL-00727,Nordfit Equipment,2026-07-01,2026-07-25,Lost,2095.91,
DEAL-00728,Nordfit Equipment,2026-07-01,,Qualified,3642.56,es-search-brand-q1
DEAL-00729,Nordfit Equipment,2026-07-03,2026-07-16,Lost,7707.17,es-social-blackfriday-q4
DEAL-00730,Nordfit Equipment,2026-07-05,,Qualified,3612.99,es-social-retargeting-q2
DEAL-00731,Nordfit Equipment,2026-07-05,,New,1448.77,es-shopping-generic-q2
DEAL-00732,Nordfit Equipment,2026-07-06,2026-07-21,Won,2718.76,es-sponsored-wholesale-q4
DEAL-00733,Nordfit Equipment,2026-07-07,2026-07-23,Lost,2750.01,
DEAL-00734,Nordfit Equipment,2026-07-07,2026-07-27,Won,1602.31,es-social-prospecting-q1
DEAL-00735,Nordfit Equipment,2026-07-09,2026-07-20,Won,1313.88,es-shopping-generic-q4
DEAL-00736,Nordfit Equipment,2026-07-09,2026-07-20,Lost,750.53,es shopping generic q4??
DEAL-00737,Nordfit Equipment,2026-07-14,2026-07-28,Won,2125.51,es-shopping-generic-q1
DEAL-00738,Nordfit Equipment,2026-07-15,2026-07-24,Won,7841.97,es-sponsored
DEAL-00739,Nordfit Equipment,2026-07-17,2026-07-20,Lost,747.7,n/a
DEAL-00740,Nordfit Equipment,2026-07-19,,New,1482.31,es-shopping-generic-q3
DEAL-00741,Nordfit Equipment,2026-07-21,,New,1618.03,es-sponsored-wholesale-q3
DEAL-00742,Nordfit Equipment,2026-07-23,,Qualified,2202.77,
DEAL-00743,Nordfit Equipment,2026-07-27,,Qualified,2260.61,
DEAL-00744,Clinica Vantia,2025-02-04,2025-02-14,Lost,1208.2,Organic Search
DEAL-00745,Clinica Vantia,2025-02-07,2025-03-29,Lost,2482.04,Brand Search ES Q1
DEAL-00746,Clinica Vantia,2025-02-10,2025-04-07,Lost,4347.01,
DEAL-00747,Clinica Vantia,2025-02-12,2025-03-06,Lost,1129.62,facebook
DEAL-00748,Clinica Vantia,2025-02-13,2025-03-16,Won,4476.53,
DEAL-00749,Clinica Vantia,2025-02-15,,Qualified,1395.17,LeadGen Search ES Q1
DEAL-00750,Clinica Vantia,2025-02-15,2025-03-02,Lost,837.62,LeadGen Search ES Q1
DEAL-00751,Clinica Vantia,2025-02-15,2025-02-24,Won,1435.87,Prospecting Social ES Q1
DEAL-00752,Clinica Vantia,2025-02-24,,Qualified,3643.35,Organic Search
DEAL-00753,Clinica Vantia,2025-02-25,2025-03-09,Won,1336.82,Organic Search
DEAL-00754,Clinica Vantia,2025-03-01,2025-03-27,Won,2418.53,-
DEAL-00755,Clinica Vantia,2025-03-06,2025-04-28,Won,1474.25,
DEAL-00756,Clinica Vantia,2025-03-07,2025-04-20,Won,2130.4,Partnerships Sponsored ES Q1
DEAL-00757,Clinica Vantia,2025-03-09,2025-03-20,Lost,728.98,Prospecting Social ES Q1
DEAL-00758,Clinica Vantia,2025-03-09,2025-04-16,Won,950.76,
DEAL-00759,Clinica Vantia,2025-03-22,2025-05-03,Won,2177.31,
DEAL-00760,Clinica Vantia,2025-03-26,2025-04-15,Won,2267.02,LeadGen Se
DEAL-00761,Clinica Vantia,2025-03-27,2025-04-26,Won,1258.61,Organic Search
DEAL-00762,Clinica Vantia,2025-04-03,,Qualified,1386.24,Partnerships Sponsored ES Q1
DEAL-00763,Clinica Vantia,2025-04-03,2025-04-15,Lost,6030.09,Partnerships S
DEAL-00764,Clinica Vantia,2025-04-04,,New,1112.64,Prospecting Social ES Q1
DEAL-00765,Clinica Vantia,2025-04-06,2025-04-13,Lost,1196.83,PROSPECTING SOCIAL ES Q1 (COPY)
DEAL-00766,Clinica Vantia,2025-04-15,2025-05-24,Won,1646.77,Organic Search
DEAL-00767,Clinica Vantia,2025-04-16,2025-05-18,Lost,1597.28,Brand Search ES Q2
DEAL-00768,Clinica Vantia,2025-04-19,2025-06-12,Won,1653.04,n/a
DEAL-00769,Clinica Vantia,2025-04-21,2025-05-17,Lost,1033.96,leadgen search es q2??
DEAL-00770,Clinica Vantia,2025-04-23,2025-05-01,Lost,1789.32,Brand Search ES Q1
DEAL-00771,Clinica Vantia,2025-04-28,2025-05-22,Won,3144.61,
DEAL-00772,Clinica Vantia,2025-05-02,2025-06-07,Won,1472.17,Brand Search ES Q1
DEAL-00773,Clinica Vantia,2025-05-03,2025-06-19,Lost,2024.82,RETARGETING SOCIAL ES Q1 (COPY)
DEAL-00774,Clinica Vantia,2025-05-06,2025-05-22,Won,1633.25,Brand Search ES Q1
DEAL-00775,Clinica Vantia,2025-05-11,2025-06-03,Won,1097.11,Brand Search ES Q1
DEAL-00776,Clinica Vantia,2025-05-12,,Qualified,1263.83,n/a
DEAL-00777,Clinica Vantia,2025-05-14,,New,1161.18,Brand Search ES Q2
DEAL-00778,Clinica Vantia,2025-05-16,2025-06-27,Won,2780.04,Prospecting Social ES Q1
DEAL-00779,Clinica Vantia,2025-05-26,2025-07-18,Lost,1951.33,LEADGEN SEARCH ES Q1 (COPY)
DEAL-00780,Clinica Vantia,2025-05-27,2025-06-23,Lost,1724.93,Organic Search
DEAL-00781,Clinica Vantia,2025-05-28,2025-07-21,Won,5117.93,Organic Search
DEAL-00782,Clinica Vantia,2025-05-29,,Qualified,1361.77,
DEAL-00783,Clinica Vantia,2025-05-29,2025-06-30,Lost,4970.81,Brand Search ES Q2
DEAL-00784,Clinica Vantia,2025-06-03,,New,4811.64,Partnerships Sponsored ES Q1
DEAL-00785,Clinica Vantia,2025-06-07,2025-06-14,Lost,1426.87,Prospecting Social ES Q1
DEAL-00786,Clinica Vantia,2025-06-12,2025-08-10,Lost,4307.75,Brand Search ES Q2
DEAL-00787,Clinica Vantia,2025-06-13,2025-07-08,Lost,3314.65,Partnerships Sponsored ES Q2
DEAL-00788,Clinica Vantia,2025-06-14,2025-08-07,Won,1305.3,Prospecting Social ES Q1
DEAL-00789,Clinica Vantia,2025-06-15,2025-08-04,Won,3708.53,LeadGen Search ES Q2
DEAL-00790,Clinica Vantia,2025-06-16,2025-06-19,Won,851.62,RETARGETING SOCIAL ES Q1 (COPY)
DEAL-00791,Clinica Vantia,2025-06-24,2025-07-26,Won,2536.79,Brand Search ES Q1
DEAL-00792,Clinica Vantia,2025-06-26,2025-07-20,Lost,1824.73,Partnerships Sponsored ES Q1
DEAL-00793,Clinica Vantia,2025-06-26,2025-08-07,Won,1181.6,BRAND SEARCH ES Q1 (COPY)
DEAL-00794,Clinica Vantia,2025-07-01,2025-07-29,Lost,1246.71,Partnerships Sponsored ES Q3
DEAL-00795,Clinica Vantia,2025-07-10,,Qualified,1109.89,Prospecting Social ES Q3
DEAL-00796,Clinica Vantia,2025-07-18,2025-08-11,Lost,1199.19,Prospecting Social ES Q3
DEAL-00797,Clinica Vantia,2025-07-24,,New,4095.93,Partnerships Sponsored ES Q3
DEAL-00798,Clinica Vantia,2025-07-25,2025-09-07,Lost,4770.95,LEADGEN SEARCH ES Q2 (COPY)
DEAL-00799,Clinica Vantia,2025-07-26,2025-09-07,Won,927.09,
DEAL-00800,Clinica Vantia,2025-07-28,,New,1500.17,-
DEAL-00801,Clinica Vantia,2025-07-29,2025-09-01,Won,3119.25,Partnerships Sponsored ES Q1
DEAL-00802,Clinica Vantia,2025-08-05,2025-09-04,Lost,6893.11,
DEAL-00803,Clinica Vantia,2025-08-06,2025-09-05,Won,1940.46,Brand Search ES Q3
DEAL-00804,Clinica Vantia,2025-08-08,2025-09-02,Won,1840.49,LeadGen Search ES Q1
DEAL-00805,Clinica Vantia,2025-08-10,2025-10-08,Won,1670.82,Organic Search
DEAL-00806,Clinica Vantia,2025-08-15,,Qualified,3181.14,Partnerships Sponsored ES Q1
DEAL-00807,Clinica Vantia,2025-08-16,,New,1435.18,Partnerships Sponsored ES Q2
DEAL-00808,Clinica Vantia,2025-08-18,2025-09-28,Won,967.03,
DEAL-00809,Clinica Vantia,2025-08-19,2025-10-16,Won,6935.51,Prospecting Social ES Q3
DEAL-00810,Clinica Vantia,2025-08-23,2025-09-04,Won,1062.76,Prospecting Social ES Q1
DEAL-00811,Clinica Vantia,2025-08-24,2025-09-28,Won,3799.47,
DEAL-00812,Clinica Vantia,2025-08-26,,Qualified,1462.02,google ad
DEAL-00813,Clinica Vantia,2025-08-30,2025-09-25,Lost,3023.05,LeadGen Search ES Q1
DEAL-00814,Clinica Vantia,2025-08-30,2025-09-16,Lost,1965.89,Prospecting Social ES Q1
DEAL-00815,Clinica Vantia,2025-09-11,2025-10-19,Won,1386.13,LeadGen Search ES Q3
DEAL-00816,Clinica Vantia,2025-09-15,2025-10-02,Lost,2984.08,Retargeting Social ES Q1
DEAL-00817,Clinica Vantia,2025-09-16,2025-10-15,Won,7193.85,Brand Search ES Q2
DEAL-00818,Clinica Vantia,2025-09-18,2025-10-07,Lost,2038.64,LeadGen Search ES Q3
DEAL-00819,Clinica Vantia,2025-09-20,2025-11-05,Won,1747.63,referral - ask client
DEAL-00820,Clinica Vantia,2025-09-20,2025-10-16,Won,2706.66,
DEAL-00821,Clinica Vantia,2025-09-22,2025-10-17,Won,1634.28,
DEAL-00822,Clinica Vantia,2025-09-22,2025-10-14,Won,1756.78,walk-in
DEAL-00823,Clinica Vantia,2025-09-25,,Qualified,6684.26,google ad
DEAL-00824,Clinica Vantia,2025-09-28,2025-11-21,Won,1001.22,Retargeting Social ES Q3
DEAL-00825,Clinica Vantia,2025-10-01,2025-10-22,Won,1848.07,Brand Search ES Q4
DEAL-00826,Clinica Vantia,2025-10-08,2025-11-15,Won,1046.52,BRAND SEARCH ES Q4 (COPY)
DEAL-00827,Clinica Vantia,2025-10-09,2025-11-04,Won,1453.45,LeadGen Search ES Q4
DEAL-00828,Clinica Vantia,2025-10-15,2025-12-11,Won,1163.92,Brand Sea
DEAL-00829,Clinica Vantia,2025-10-19,,New,2631.36,Organic Search
DEAL-00830,Clinica Vantia,2025-10-20,2025-12-05,Won,4649.17,Partnerships Sponsored ES Q4
DEAL-00831,Clinica Vantia,2025-10-21,2025-11-26,Lost,4386.24,Partnerships Sponsored ES Q3
DEAL-00832,Clinica Vantia,2025-10-22,2025-11-11,Lost,2839.28,
DEAL-00833,Clinica Vantia,2025-10-22,2025-11-21,Won,2108.52,LeadGen Search ES Q1
DEAL-00834,Clinica Vantia,2025-10-27,2025-11-11,Won,1462.42,
DEAL-00835,Clinica Vantia,2025-11-04,2025-12-29,Won,861.07,n/a
DEAL-00836,Clinica Vantia,2025-11-05,2025-11-21,Won,1805.27,
DEAL-00837,Clinica Vantia,2025-11-05,2025-12-04,Won,1589.46,Retargeting Social ES Q2
DEAL-00838,Clinica Vantia,2025-11-14,2026-01-01,Won,4247.89,Retargeting Social ES Q4
DEAL-00839,Clinica Vantia,2025-11-17,2025-12-02,Won,2047.77,LeadGen Search ES Q3
DEAL-00840,Clinica Vantia,2025-11-23,,New,5531.13,Prospecting Social ES Q2
DEAL-00841,Clinica Vantia,2025-11-26,,New,3379.21,Partnerships Sponsored ES Q2
DEAL-00842,Clinica Vantia,2025-11-28,,Qualified,2756.54,LeadGen Search ES Q1
DEAL-00843,Clinica Vantia,2025-11-30,2026-01-21,Lost,1793.39,LeadGen Search ES Q1
DEAL-00844,Clinica Vantia,2025-11-30,,Qualified,4015.77,
DEAL-00845,Clinica Vantia,2025-12-02,2026-01-10,Lost,1244.06,facebook
DEAL-00846,Clinica Vantia,2025-12-03,2026-01-09,Lost,7142.29,
DEAL-00847,Clinica Vantia,2025-12-06,2026-01-27,Lost,2605.89,Retargeting Social ES Q3
DEAL-00848,Clinica Vantia,2025-12-12,,Qualified,1505.73,LeadGen Search ES Q4
DEAL-00849,Clinica Vantia,2025-12-15,,New,1808.8,Retargeting Social ES Q2
DEAL-00850,Clinica Vantia,2025-12-17,,New,1740.52,
DEAL-00851,Clinica Vantia,2025-12-25,2026-02-14,Won,1258.42,RETARGETING SOCIAL ES Q4 (COPY)
DEAL-00852,Clinica Vantia,2025-12-30,2026-02-09,Won,1798.02,
DEAL-00853,Clinica Vantia,2026-01-03,2026-01-15,Won,4828.86,LeadGen Search ES Q2
DEAL-00854,Clinica Vantia,2026-01-06,2026-01-26,Won,2075.67,facebook
DEAL-00855,Clinica Vantia,2026-01-07,2026-02-18,Lost,7152.64,
